      0.0000000     -0.2320451 
      0.0634665     -0.0315426 
      0.1269330      0.1581029 
      0.1903996      0.3306584 
      0.2538661      0.4809612 
      0.3173326      0.6047374 
      0.3807991      0.6984311 
      0.4442656      0.7591220 
      0.5077322      0.7845776 
      0.5711987      0.7734537 
      0.6346652      0.7256153 
      0.6981317      0.6425169 
      0.7615982      0.5275522 
      0.8250648      0.3862792 
      0.8885313      0.2264299 
      0.9519978      0.0576433 
      1.0154643     -0.1090999 
      1.0789308     -0.2623174 
      1.1423974     -0.3910630 
      1.2058639     -0.4860493 
      1.2693304     -0.5407127 
      1.3327969     -0.5520728 
      1.3962634     -0.5212531 
      1.4597300     -0.4535650 
      1.5231965     -0.3581120 
      1.5866630     -0.2469288 
      1.6501295     -0.1337372 
      1.7135960     -0.0324526 
      1.7770626      0.0443852 
      1.8405291      0.0870656 
      1.9039956      0.0898647 
      1.9674621      0.0517559 
      2.0309286     -0.0234218 
      2.0943952     -0.1273665 
      2.1578617     -0.2482461 
      2.2213282     -0.3720506 
      2.2847947     -0.4842039 
      2.3482612     -0.5712412 
      2.4117278     -0.6223513 
      2.4751943     -0.6306023 
      2.5386608     -0.5937116 
      2.6021273     -0.5142769 
      2.6655938     -0.3994545 
      2.7290604     -0.2601384 
      2.7925269     -0.1097489 
      2.8559934      0.0372135 
      2.9194599      0.1666783 
      2.9829264      0.2664048 
      3.0463930      0.3271236 
      3.1098595      0.3433120 
      3.1733260      0.3135435 
      3.2367925      0.2404096 
      3.3002590      0.1300584 
      3.3637256     -0.0085643 
      3.4271921     -0.1646616 
      3.4906586     -0.3266034 
      3.5541251     -0.4829060 
      3.6175916     -0.6230865 
      3.6810582     -0.7383334 
      3.7445247     -0.8219673 
      3.8079912     -0.8696957 
      3.8714577     -0.8796867 
      3.9349242     -0.8524993 
      3.9983908     -0.7909132 
      4.0618573     -0.6996883 
      4.1253238     -0.5852790 
      4.1887903     -0.4555067 
      4.2522568     -0.3191871 
      4.3157234     -0.1856996 
      4.3791899     -0.0644873 
      4.4426564      0.0355122 
      4.5061229      0.1064909 
      4.5695894      0.1424125 
      4.6330560      0.1396178 
      4.6965225      0.0973228 
      4.7599890      0.0179344 
      4.8234555     -0.0928853 
      4.8869220     -0.2264553 
      4.9503886     -0.3716303 
      5.0138551     -0.5156541 
      5.0773216     -0.6452499 
      5.1407881     -0.7478476 
      5.2042546     -0.8128199 
      5.2677212     -0.8325890 
      5.3311877     -0.8034656 
      5.3946542     -0.7261110 
      5.4581207     -0.6055494 
      5.5215872     -0.4507142 
      5.5850538     -0.2735650 
      5.6485203     -0.0878719 
      5.7119868      0.0921959 
      5.7754533      0.2535104 
      5.8389198      0.3852839 
      5.9023864      0.4800709 
      5.9658529      0.5343588 
      6.0293194      0.5486838 
      6.0927859      0.5272749 
      6.1562524      0.4772879 
      6.2197190      0.4077475 
      6.2831855      0.3283513 
